Operation,RouterA,RouterB
ADD_LINK,30441,38255
ADD_LINK,22171,72393
REMOVE_LINK,11473,61793
ADD_LINK,33980,8755
ADD_LINK,26078,76456
CHECK_CONNECTIVITY,34519,3635
REMOVE_LINK,42993,60712
REMOVE_LINK,9044,34612
REMOVE_LINK,10256,85239
REMOVE_LINK,52765,26926
REMOVE_LINK,73125,20685
ADD_LINK,47844,5374
CHECK_CONNECTIVITY,25519,34077
REMOVE_LINK,85655,9504
ADD_LINK,41684,53055
CHECK_CONNECTIVITY,46365,7794
REMOVE_LINK,21381,12428
CHECK_CONNECTIVITY,39635,58556
ADD_LINK,36991,32092
CHECK_CONNECTIVITY,87191,29772
ADD_LINK,66712,65771
ADD_LINK,83605,60013
ADD_LINK,43301,1612
ADD_LINK,69519,68788
REMOVE_LINK,22689,33782
ADD_LINK,71085,16696
REMOVE_LINK,30452,77300
CHECK_CONNECTIVITY,82858,30741
CHECK_CONNECTIVITY,82274,73296
REMOVE_LINK,79396,49024
CHECK_CONNECTIVITY,55469,79307
REMOVE_LINK,69039,44307
REMOVE_LINK,28833,49248
CHECK_CONNECTIVITY,28760,14270
CHECK_CONNECTIVITY,65284,47966
REMOVE_LINK,61642,80252
ADD_LINK,83420,15678
REMOVE_LINK,17783,22881
CHECK_CONNECTIVITY,82526,48009
ADD_LINK,43607,34779
REMOVE_LINK,84948,28818
REMOVE_LINK,49829,10184
CHECK_CONNECTIVITY,74987,81976
ADD_LINK,15218,5450
REMOVE_LINK,7530,65845
REMOVE_LINK,15102,84839
REMOVE_LINK,18858,62224
REMOVE_LINK,29310,37038
ADD_LINK,85108,3179
REMOVE_LINK,57736,44540
ADD_LINK,46181,59470
CHECK_CONNECTIVITY,51899,40976
REMOVE_LINK,5453,29312
ADD_LINK,8298,29358
ADD_LINK,63432,3844
CHECK_CONNECTIVITY,42234,18932
CHECK_CONNECTIVITY,38090,43540
CHECK_CONNECTIVITY,57558,87134
CHECK_CONNECTIVITY,70060,68418
CHECK_CONNECTIVITY,77402,69768
REMOVE_LINK,79512,71015
REMOVE_LINK,37466,408
ADD_LINK,70643,13527
REMOVE_LINK,4273,69777
CHECK_CONNECTIVITY,66914,89316
ADD_LINK,71563,48480
REMOVE_LINK,53499,12307
ADD_LINK,18923,40539
ADD_LINK,28417,87827
ADD_LINK,35104,66520
REMOVE_LINK,52985,22088
ADD_LINK,44964,9276
CHECK_CONNECTIVITY,11073,51633
CHECK_CONNECTIVITY,48479,37461
ADD_LINK,89587,84967
CHECK_CONNECTIVITY,36270,39451
REMOVE_LINK,11029,47736
REMOVE_LINK,53241,50277
REMOVE_LINK,47503,77787
CHECK_CONNECTIVITY,86964,51612
ADD_LINK,13599,8857
ADD_LINK,42266,47566
REMOVE_LINK,20763,72296
CHECK_CONNECTIVITY,71605,38482
ADD_LINK,18260,66764
ADD_LINK,84533,44464
ADD_LINK,81287,8401
REMOVE_LINK,20432,56261
ADD_LINK,55499,38332
REMOVE_LINK,80401,29964
CHECK_CONNECTIVITY,21632,42796
REMOVE_LINK,29825,43630
REMOVE_LINK,75045,53827
ADD_LINK,30581,4610
ADD_LINK,70343,44921
REMOVE_LINK,82951,59226
REMOVE_LINK,46171,74676
ADD_LINK,47093,6977
CHECK_CONNECTIVITY,3046,81332
REMOVE_LINK,10683,61381
CHECK_CONNECTIVITY,31349,80656
CHECK_CONNECTIVITY,30833,52002
REMOVE_LINK,22527,74383
ADD_LINK,30680,68750
ADD_LINK,23610,9196
ADD_LINK,56551,50604
ADD_LINK,71683,81691
REMOVE_LINK,6315,26198
CHECK_CONNECTIVITY,5262,45625
CHECK_CONNECTIVITY,52998,74203
CHECK_CONNECTIVITY,48594,44782
ADD_LINK,48805,55870
ADD_LINK,81948,53160
REMOVE_LINK,13975,32018
CHECK_CONNECTIVITY,25975,26230
ADD_LINK,74041,42438
REMOVE_LINK,58814,78167
REMOVE_LINK,53816,74376
REMOVE_LINK,79902,78299
REMOVE_LINK,87284,59442
CHECK_CONNECTIVITY,53125,51327
REMOVE_LINK,24862,80373
CHECK_CONNECTIVITY,30629,16061
REMOVE_LINK,16313,14552
ADD_LINK,84969,75794
REMOVE_LINK,2467,63774
REMOVE_LINK,75284,25828
REMOVE_LINK,48857,21636
REMOVE_LINK,81967,64742
ADD_LINK,21647,1849
ADD_LINK,2292,6823
CHECK_CONNECTIVITY,55555,39302
ADD_LINK,45753,85680
CHECK_CONNECTIVITY,47065,40856
REMOVE_LINK,83257,20054
REMOVE_LINK,40875,87939
CHECK_CONNECTIVITY,44538,21119
ADD_LINK,34940,19479
REMOVE_LINK,1526,10953
CHECK_CONNECTIVITY,37325,22531
REMOVE_LINK,46439,61345
CHECK_CONNECTIVITY,4071,41042
ADD_LINK,49433,12897
REMOVE_LINK,47533,81440
CHECK_CONNECTIVITY,77438,28553
REMOVE_LINK,49519,29119
REMOVE_LINK,18982,15503
CHECK_CONNECTIVITY,55580,52389
CHECK_CONNECTIVITY,22869,59544
CHECK_CONNECTIVITY,23112,58409
REMOVE_LINK,30372,9627
REMOVE_LINK,713,58862
ADD_LINK,3610,26155
REMOVE_LINK,11980,37287
REMOVE_LINK,43112,32423
REMOVE_LINK,61133,54051
REMOVE_LINK,54890,49959
CHECK_CONNECTIVITY,12480,17600
CHECK_CONNECTIVITY,65380,86385
REMOVE_LINK,64910,73173
REMOVE_LINK,62113,10077
CHECK_CONNECTIVITY,59896,76867
ADD_LINK,74474,73895
ADD_LINK,86982,48974
REMOVE_LINK,67187,61392
ADD_LINK,65228,2699
REMOVE_LINK,52268,10742
CHECK_CONNECTIVITY,68245,84400
REMOVE_LINK,36671,59321
REMOVE_LINK,60114,55197
CHECK_CONNECTIVITY,55269,72589
ADD_LINK,58004,71146
ADD_LINK,82201,19928
REMOVE_LINK,9953,16960
REMOVE_LINK,5665,23050
ADD_LINK,43874,87759
CHECK_CONNECTIVITY,5049,60384
CHECK_CONNECTIVITY,27136,80237
CHECK_CONNECTIVITY,52766,36363
CHECK_CONNECTIVITY,39305,49681
ADD_LINK,51526,78735
REMOVE_LINK,6515,8236
CHECK_CONNECTIVITY,32367,2759
REMOVE_LINK,38611,84028
REMOVE_LINK,51431,52492
ADD_LINK,47148,65832
ADD_LINK,68592,9933
ADD_LINK,58785,70471
CHECK_CONNECTIVITY,11105,24679
CHECK_CONNECTIVITY,36412,52788
REMOVE_LINK,69951,41011
ADD_LINK,12205,82080
REMOVE_LINK,71409,17936
ADD_LINK,36130,68820
REMOVE_LINK,28769,4574
CHECK_CONNECTIVITY,75485,7608
ADD_LINK,34929,20540
ADD_LINK,11593,37921
CHECK_CONNECTIVITY,64711,40308
CHECK_CONNECTIVITY,65906,65070
CHECK_CONNECTIVITY,84843,75095
ADD_LINK,58607,2344
ADD_LINK,60475,5319
ADD_LINK,78762,82872
ADD_LINK,67165,5913
REMOVE_LINK,60476,52101
REMOVE_LINK,87685,62243
ADD_LINK,54375,22084
REMOVE_LINK,41238,26270
CHECK_CONNECTIVITY,43496,58219
CHECK_CONNECTIVITY,66112,64485
CHECK_CONNECTIVITY,15459,39606
REMOVE_LINK,4904,68701
CHECK_CONNECTIVITY,51226,34169
REMOVE_LINK,20475,46549
REMOVE_LINK,79793,85527
CHECK_CONNECTIVITY,15324,7622
REMOVE_LINK,38795,8577
REMOVE_LINK,64505,18649
ADD_LINK,68469,39142
CHECK_CONNECTIVITY,72031,81461
ADD_LINK,12381,46147
CHECK_CONNECTIVITY,83653,56357
ADD_LINK,49243,50704
ADD_LINK,63365,50871
ADD_LINK,81396,3917
REMOVE_LINK,41670,38416
ADD_LINK,7415,71043
ADD_LINK,67485,39115
REMOVE_LINK,36772,12767
CHECK_CONNECTIVITY,49283,18007
ADD_LINK,37318,70085
REMOVE_LINK,40024,29364
CHECK_CONNECTIVITY,18003,56812
REMOVE_LINK,88658,56553
REMOVE_LINK,39223,46388
ADD_LINK,17290,65102
CHECK_CONNECTIVITY,953,15076
REMOVE_LINK,31605,68857
CHECK_CONNECTIVITY,70010,40537
ADD_LINK,59313,9283
ADD_LINK,15746,25608
CHECK_CONNECTIVITY,10166,64215
CHECK_CONNECTIVITY,83929,71094
REMOVE_LINK,3360,89983
CHECK_CONNECTIVITY,30315,11478
CHECK_CONNECTIVITY,9137,73685
CHECK_CONNECTIVITY,4330,75576
ADD_LINK,44331,28108
REMOVE_LINK,29113,83602
ADD_LINK,55222,57372
CHECK_CONNECTIVITY,31651,25314
ADD_LINK,77661,13516
REMOVE_LINK,42931,82098
REMOVE_LINK,46454,84351
REMOVE_LINK,84291,35197
ADD_LINK,54147,21857
REMOVE_LINK,39065,16300
ADD_LINK,7180,13546
CHECK_CONNECTIVITY,73097,36577
ADD_LINK,85488,13081
ADD_LINK,13015,45761
ADD_LINK,10362,11849
ADD_LINK,43612,58563
ADD_LINK,93,81496
REMOVE_LINK,21586,68239
ADD_LINK,68129,29693
ADD_LINK,78146,66339
CHECK_CONNECTIVITY,65585,41506
REMOVE_LINK,19322,8042
REMOVE_LINK,516,82719
CHECK_CONNECTIVITY,35760,62307
ADD_LINK,38924,13196
REMOVE_LINK,56535,49034
ADD_LINK,51149,15905
REMOVE_LINK,59508,86872
REMOVE_LINK,63485,13003
ADD_LINK,13889,51316
ADD_LINK,79519,49683
ADD_LINK,21150,44551
CHECK_CONNECTIVITY,20986,45937
ADD_LINK,38467,18846
CHECK_CONNECTIVITY,12851,25085
ADD_LINK,37314,53036
CHECK_CONNECTIVITY,9739,9207
CHECK_CONNECTIVITY,57154,15040
REMOVE_LINK,50165,79752
REMOVE_LINK,17835,8803
REMOVE_LINK,88749,34377
REMOVE_LINK,23103,21377
ADD_LINK,69548,58964
ADD_LINK,67493,33023
REMOVE_LINK,15000,32960
REMOVE_LINK,31456,78763
REMOVE_LINK,27923,4248
CHECK_CONNECTIVITY,7369,61206
ADD_LINK,50228,51898
CHECK_CONNECTIVITY,4714,11169
CHECK_CONNECTIVITY,3233,49560
CHECK_CONNECTIVITY,84413,89286
CHECK_CONNECTIVITY,45194,46387
ADD_LINK,54638,34305
CHECK_CONNECTIVITY,67565,40456
CHECK_CONNECTIVITY,30884,67216
REMOVE_LINK,51639,65356
REMOVE_LINK,3074,43401
REMOVE_LINK,17949,63146
CHECK_CONNECTIVITY,54425,3158
ADD_LINK,52900,87163
REMOVE_LINK,42766,33439
REMOVE_LINK,2227,14186
REMOVE_LINK,2908,42379
ADD_LINK,42576,73518
CHECK_CONNECTIVITY,5924,73675
ADD_LINK,4784,42798
CHECK_CONNECTIVITY,81593,74365
CHECK_CONNECTIVITY,68209,18526
CHECK_CONNECTIVITY,40685,59859
ADD_LINK,10063,7595
CHECK_CONNECTIVITY,30579,23868
REMOVE_LINK,42309,88564
REMOVE_LINK,50377,8930
CHECK_CONNECTIVITY,16041,16759
REMOVE_LINK,23453,41636
REMOVE_LINK,84359,71012
CHECK_CONNECTIVITY,75630,525
CHECK_CONNECTIVITY,66423,77484
CHECK_CONNECTIVITY,30514,18103
CHECK_CONNECTIVITY,64355,30870
ADD_LINK,71955,88647
ADD_LINK,69368,44534
ADD_LINK,25263,77893
REMOVE_LINK,82070,27539
REMOVE_LINK,478,7415
CHECK_CONNECTIVITY,15630,85784
REMOVE_LINK,7241,40014
ADD_LINK,31617,37986
CHECK_CONNECTIVITY,14129,59856
ADD_LINK,57710,29321
REMOVE_LINK,67270,50514
REMOVE_LINK,9421,46984
ADD_LINK,67184,35149
REMOVE_LINK,1805,14164
ADD_LINK,80668,87074
ADD_LINK,84221,219
CHECK_CONNECTIVITY,73904,11788
REMOVE_LINK,42900,24947
CHECK_CONNECTIVITY,62060,85509
REMOVE_LINK,15703,39550
REMOVE_LINK,52428,29111
REMOVE_LINK,81300,76683
CHECK_CONNECTIVITY,57609,36513
ADD_LINK,70237,40018
REMOVE_LINK,17427,69542
REMOVE_LINK,53637,61868
REMOVE_LINK,10552,68460
ADD_LINK,88790,59675
REMOVE_LINK,76341,45019
REMOVE_LINK,86993,48526
REMOVE_LINK,87798,85981
CHECK_CONNECTIVITY,10663,73954
CHECK_CONNECTIVITY,56463,50099
REMOVE_LINK,86806,69855
ADD_LINK,89955,6209
CHECK_CONNECTIVITY,73306,35606
ADD_LINK,35531,81940
ADD_LINK,71985,75908
REMOVE_LINK,40893,35349
CHECK_CONNECTIVITY,43124,86073
REMOVE_LINK,60604,42282
ADD_LINK,26638,34192
REMOVE_LINK,59776,14636
REMOVE_LINK,77007,71927
CHECK_CONNECTIVITY,82581,28965
REMOVE_LINK,35258,44517
REMOVE_LINK,42838,48647
ADD_LINK,86532,30929
REMOVE_LINK,54595,66652
REMOVE_LINK,35492,30327
REMOVE_LINK,26835,10307
REMOVE_LINK,18357,81880
CHECK_CONNECTIVITY,42990,86771
REMOVE_LINK,15769,18643
REMOVE_LINK,64177,1606
CHECK_CONNECTIVITY,83103,35132
ADD_LINK,78495,9519
REMOVE_LINK,48286,57743
ADD_LINK,24996,64301
REMOVE_LINK,17313,34448
CHECK_CONNECTIVITY,29350,29739
REMOVE_LINK,30075,65806
REMOVE_LINK,15482,4194
ADD_LINK,29674,36915
ADD_LINK,13226,59076
ADD_LINK,7063,39295
CHECK_CONNECTIVITY,89829,84708
CHECK_CONNECTIVITY,60942,61271
REMOVE_LINK,7531,5232
CHECK_CONNECTIVITY,77375,57239
REMOVE_LINK,45740,51139
REMOVE_LINK,33990,73355
ADD_LINK,55182,17749
CHECK_CONNECTIVITY,29767,79981
ADD_LINK,53542,17529
ADD_LINK,45625,79565
REMOVE_LINK,45497,83867
ADD_LINK,37997,65105
REMOVE_LINK,78128,37589
REMOVE_LINK,18413,17718
CHECK_CONNECTIVITY,8749,16169
REMOVE_LINK,60864,67815
CHECK_CONNECTIVITY,44656,54934
ADD_LINK,13367,37262
CHECK_CONNECTIVITY,71257,32422
ADD_LINK,7684,41034
REMOVE_LINK,51806,13851
REMOVE_LINK,24608,11283
REMOVE_LINK,6343,17618
REMOVE_LINK,63164,47138
ADD_LINK,16700,11694
ADD_LINK,35322,23793
ADD_LINK,7670,30193
REMOVE_LINK,58307,1565
ADD_LINK,43025,28364
CHECK_CONNECTIVITY,38974,69458
CHECK_CONNECTIVITY,22054,16899
REMOVE_LINK,43986,60961
REMOVE_LINK,15750,46844
REMOVE_LINK,51681,36813
REMOVE_LINK,43802,5408
REMOVE_LINK,84871,5715
ADD_LINK,51849,44344
CHECK_CONNECTIVITY,36920,7371
ADD_LINK,53785,14803
ADD_LINK,51638,47731
CHECK_CONNECTIVITY,35959,4273
ADD_LINK,58720,71971
CHECK_CONNECTIVITY,16333,5129
ADD_LINK,82622,25629
ADD_LINK,27599,19091
ADD_LINK,42104,73710
CHECK_CONNECTIVITY,49809,8401
CHECK_CONNECTIVITY,33111,15441
REMOVE_LINK,46622,6913
CHECK_CONNECTIVITY,86943,39705
REMOVE_LINK,21377,32625
ADD_LINK,3962,78380
REMOVE_LINK,69249,72271
CHECK_CONNECTIVITY,5421,44060
CHECK_CONNECTIVITY,6695,49865
REMOVE_LINK,5028,40742
ADD_LINK,22336,85660
CHECK_CONNECTIVITY,22191,67222
REMOVE_LINK,34695,36428
ADD_LINK,55429,42358
ADD_LINK,52829,63891
CHECK_CONNECTIVITY,6095,39337
REMOVE_LINK,54082,58867
ADD_LINK,21621,25254
CHECK_CONNECTIVITY,34754,30584
REMOVE_LINK,25715,2111
REMOVE_LINK,5023,30674
ADD_LINK,55753,24608
REMOVE_LINK,27038,2005
CHECK_CONNECTIVITY,8521,4138
REMOVE_LINK,53304,1100
REMOVE_LINK,37672,3293
REMOVE_LINK,82837,9584
ADD_LINK,5029,10492
ADD_LINK,21929,29218
REMOVE_LINK,84703,11649
ADD_LINK,23709,50358
CHECK_CONNECTIVITY,61896,15646
REMOVE_LINK,55217,39163
REMOVE_LINK,701,60166
ADD_LINK,20009,43242
REMOVE_LINK,51254,58063
CHECK_CONNECTIVITY,40738,74468
CHECK_CONNECTIVITY,400,5759
ADD_LINK,71610,58501
ADD_LINK,53393,6981
CHECK_CONNECTIVITY,81029,88570
CHECK_CONNECTIVITY,45338,38037
ADD_LINK,26803,37329
REMOVE_LINK,63522,61957
CHECK_CONNECTIVITY,11876,69359
ADD_LINK,73061,25941
CHECK_CONNECTIVITY,80332,17068
REMOVE_LINK,35078,73852
REMOVE_LINK,22026,63632
REMOVE_LINK,9192,41160
CHECK_CONNECTIVITY,23164,72940
REMOVE_LINK,63137,10429
ADD_LINK,14442,46608
ADD_LINK,4302,52873
ADD_LINK,16267,37476
REMOVE_LINK,21618,69694
CHECK_CONNECTIVITY,81859,3234
REMOVE_LINK,88559,89774
ADD_LINK,84130,35612
CHECK_CONNECTIVITY,57464,79445
ADD_LINK,75952,88874
ADD_LINK,16763,70438
CHECK_CONNECTIVITY,41904,79530
REMOVE_LINK,52811,70492
ADD_LINK,44544,28831
CHECK_CONNECTIVITY,60007,49530
ADD_LINK,39651,66685
REMOVE_LINK,6087,33233
CHECK_CONNECTIVITY,37188,53482
CHECK_CONNECTIVITY,17313,81024
REMOVE_LINK,21342,5536
ADD_LINK,8200,24434
REMOVE_LINK,28404,46814
REMOVE_LINK,6559,88172
ADD_LINK,22541,46966
ADD_LINK,78175,80430
ADD_LINK,59573,67271
REMOVE_LINK,7074,58538
CHECK_CONNECTIVITY,42977,55885
CHECK_CONNECTIVITY,26087,67328
ADD_LINK,71892,8175
ADD_LINK,74850,66560
ADD_LINK,53591,29692
CHECK_CONNECTIVITY,24786,79067
REMOVE_LINK,33249,1194
ADD_LINK,39437,55107
REMOVE_LINK,9059,80916
CHECK_CONNECTIVITY,28026,22483
REMOVE_LINK,46140,6829
REMOVE_LINK,14106,22473
ADD_LINK,16247,7729
REMOVE_LINK,61903,76406
REMOVE_LINK,61234,86829
CHECK_CONNECTIVITY,14724,73444
CHECK_CONNECTIVITY,53847,72006
CHECK_CONNECTIVITY,55405,84529
ADD_LINK,38595,22420
REMOVE_LINK,29599,48758
CHECK_CONNECTIVITY,14333,43091
CHECK_CONNECTIVITY,19524,50168
REMOVE_LINK,55555,41952
REMOVE_LINK,58101,41707
REMOVE_LINK,59709,39734
ADD_LINK,55497,24683
CHECK_CONNECTIVITY,41845,4050
REMOVE_LINK,792,45227
ADD_LINK,80263,25132
REMOVE_LINK,8896,8003
ADD_LINK,52054,22262
REMOVE_LINK,69951,82216
REMOVE_LINK,14479,27362
CHECK_CONNECTIVITY,1780,53019
REMOVE_LINK,44305,261
ADD_LINK,25083,52153
ADD_LINK,71347,80408
CHECK_CONNECTIVITY,41197,37575
REMOVE_LINK,50117,84951
ADD_LINK,10139,83223
REMOVE_LINK,56191,32576
ADD_LINK,27824,53669
REMOVE_LINK,8327,44134
ADD_LINK,16575,83235
ADD_LINK,11713,52328
REMOVE_LINK,62904,46764
REMOVE_LINK,62183,3395
CHECK_CONNECTIVITY,6214,69776
CHECK_CONNECTIVITY,29631,3368
REMOVE_LINK,79927,29887
CHECK_CONNECTIVITY,17258,90
ADD_LINK,53845,11007
REMOVE_LINK,5360,77197
CHECK_CONNECTIVITY,59023,36365
REMOVE_LINK,46932,78727
CHECK_CONNECTIVITY,59048,76804
CHECK_CONNECTIVITY,69509,18533
ADD_LINK,36110,19560
ADD_LINK,35419,76662
REMOVE_LINK,165,83324
CHECK_CONNECTIVITY,13058,5940
ADD_LINK,82398,76704
ADD_LINK,75699,27948
ADD_LINK,86339,63644
CHECK_CONNECTIVITY,73744,81636
REMOVE_LINK,42789,6363
ADD_LINK,2981,79607
ADD_LINK,14639,50954
REMOVE_LINK,28715,2528
ADD_LINK,73484,73771
REMOVE_LINK,15792,86633
CHECK_CONNECTIVITY,41282,63997
ADD_LINK,30227,69331
ADD_LINK,79858,18474
ADD_LINK,28297,4452
ADD_LINK,19087,61975
ADD_LINK,63642,69745
CHECK_CONNECTIVITY,59514,33072
REMOVE_LINK,42185,54963
REMOVE_LINK,20216,29004
REMOVE_LINK,75140,19064
CHECK_CONNECTIVITY,85078,57510
CHECK_CONNECTIVITY,88617,15069
CHECK_CONNECTIVITY,42729,70885
ADD_LINK,6250,76558
REMOVE_LINK,70064,54210
REMOVE_LINK,54388,85574
CHECK_CONNECTIVITY,68806,36849
ADD_LINK,69583,88972
ADD_LINK,73189,38979
REMOVE_LINK,82815,16603
CHECK_CONNECTIVITY,63997,47758
ADD_LINK,1066,4852
CHECK_CONNECTIVITY,42254,70891
ADD_LINK,79110,33282
CHECK_CONNECTIVITY,46612,86824
ADD_LINK,65802,36023
CHECK_CONNECTIVITY,56190,33221
ADD_LINK,7945,1851
ADD_LINK,72291,85858
REMOVE_LINK,36705,26439
CHECK_CONNECTIVITY,68531,74866
REMOVE_LINK,58307,51642
ADD_LINK,64481,33186
CHECK_CONNECTIVITY,3146,37502
REMOVE_LINK,84630,87833
REMOVE_LINK,37745,44873
ADD_LINK,48670,88855
CHECK_CONNECTIVITY,55352,14540
CHECK_CONNECTIVITY,8670,30437
ADD_LINK,5660,72056
REMOVE_LINK,17125,1700
CHECK_CONNECTIVITY,61635,80928
REMOVE_LINK,28735,53404
CHECK_CONNECTIVITY,86904,80896
REMOVE_LINK,57358,3255
CHECK_CONNECTIVITY,87004,41994
CHECK_CONNECTIVITY,40257,68954
ADD_LINK,50027,54020
REMOVE_LINK,46418,71062
CHECK_CONNECTIVITY,16339,85197
ADD_LINK,30375,49859
ADD_LINK,83395,8681
ADD_LINK,61916,62561
CHECK_CONNECTIVITY,30045,15002
ADD_LINK,40285,13284
REMOVE_LINK,9649,75437
REMOVE_LINK,40796,21512
ADD_LINK,48569,79830
ADD_LINK,75965,3594
ADD_LINK,50823,33469
ADD_LINK,47401,76027
CHECK_CONNECTIVITY,81948,47622
ADD_LINK,62325,47886
CHECK_CONNECTIVITY,8140,29972
REMOVE_LINK,34367,18806
REMOVE_LINK,24288,34402
CHECK_CONNECTIVITY,82956,88519
ADD_LINK,70905,21238
CHECK_CONNECTIVITY,16725,14445
ADD_LINK,41794,64039
ADD_LINK,37935,29470
REMOVE_LINK,36149,77031
REMOVE_LINK,51597,32716
ADD_LINK,37107,82801
REMOVE_LINK,30226,73975
CHECK_CONNECTIVITY,14688,60294
REMOVE_LINK,31038,33939
ADD_LINK,19027,30889
REMOVE_LINK,1624,65347
REMOVE_LINK,56914,64736
REMOVE_LINK,64797,45005
CHECK_CONNECTIVITY,55542,83468
CHECK_CONNECTIVITY,14777,74564
CHECK_CONNECTIVITY,36349,12558
CHECK_CONNECTIVITY,63676,10640
CHECK_CONNECTIVITY,21470,44145
ADD_LINK,73653,22218
ADD_LINK,63541,73569
CHECK_CONNECTIVITY,272,71490
ADD_LINK,19179,30064
REMOVE_LINK,7375,54295
REMOVE_LINK,54626,30940
ADD_LINK,23717,4390
CHECK_CONNECTIVITY,18908,54006
REMOVE_LINK,33860,5627
CHECK_CONNECTIVITY,88590,37670
CHECK_CONNECTIVITY,67124,1541
ADD_LINK,40244,66674
ADD_LINK,8631,46317
ADD_LINK,74611,76698
REMOVE_LINK,40573,45982
REMOVE_LINK,53900,31448
ADD_LINK,61938,14574
ADD_LINK,33244,53036
CHECK_CONNECTIVITY,26774,20313
CHECK_CONNECTIVITY,3264,10020
REMOVE_LINK,18099,7763
CHECK_CONNECTIVITY,40350,78190
REMOVE_LINK,29133,16868
REMOVE_LINK,1266,72160
REMOVE_LINK,61028,5981
CHECK_CONNECTIVITY,79752,81380
ADD_LINK,87955,19236
REMOVE_LINK,51455,80978
CHECK_CONNECTIVITY,28010,6606
CHECK_CONNECTIVITY,48787,5002
REMOVE_LINK,34746,67789
ADD_LINK,13294,9552
ADD_LINK,85466,64250
ADD_LINK,79747,86673
REMOVE_LINK,84323,44725
REMOVE_LINK,65223,952
ADD_LINK,1289,30582
ADD_LINK,68102,84935
REMOVE_LINK,14300,8009
REMOVE_LINK,6295,68152
REMOVE_LINK,55137,71553
CHECK_CONNECTIVITY,55369,26931
ADD_LINK,704,67645
ADD_LINK,69963,56974
ADD_LINK,17825,80972
CHECK_CONNECTIVITY,25068,13058
CHECK_CONNECTIVITY,36968,51535
CHECK_CONNECTIVITY,19064,42984
CHECK_CONNECTIVITY,71105,23226
CHECK_CONNECTIVITY,30502,81002
REMOVE_LINK,65635,48331
CHECK_CONNECTIVITY,37648,29705
REMOVE_LINK,79560,26707
REMOVE_LINK,67090,88190
CHECK_CONNECTIVITY,45184,51165
ADD_LINK,28320,8394
CHECK_CONNECTIVITY,49375,37837
CHECK_CONNECTIVITY,12477,29788
REMOVE_LINK,48461,65958
ADD_LINK,33733,57671
ADD_LINK,81868,86153
CHECK_CONNECTIVITY,65214,4308
REMOVE_LINK,46355,52671
CHECK_CONNECTIVITY,23462,15690
REMOVE_LINK,29521,57652
CHECK_CONNECTIVITY,45292,73949
ADD_LINK,43147,56351
REMOVE_LINK,50702,42395
ADD_LINK,39652,76861
CHECK_CONNECTIVITY,12371,1226
CHECK_CONNECTIVITY,49890,16721
CHECK_CONNECTIVITY,74792,18224
CHECK_CONNECTIVITY,18451,43199
REMOVE_LINK,55688,86257
CHECK_CONNECTIVITY,36829,2811
REMOVE_LINK,58018,35153
ADD_LINK,60561,18211
CHECK_CONNECTIVITY,34803,32779
CHECK_CONNECTIVITY,514,21465
CHECK_CONNECTIVITY,65807,26758
REMOVE_LINK,65409,62255
CHECK_CONNECTIVITY,10867,77821
ADD_LINK,45221,59678
CHECK_CONNECTIVITY,15903,48496
ADD_LINK,76670,15188
REMOVE_LINK,44795,77040
ADD_LINK,2143,31024
REMOVE_LINK,33573,70775
ADD_LINK,38296,15623
REMOVE_LINK,1978,11056
CHECK_CONNECTIVITY,88556,56887
ADD_LINK,62243,88939
REMOVE_LINK,49041,14422
CHECK_CONNECTIVITY,19926,76691
CHECK_CONNECTIVITY,22182,58497
CHECK_CONNECTIVITY,62019,44041
REMOVE_LINK,33329,74257
REMOVE_LINK,47059,82580
CHECK_CONNECTIVITY,72450,808
ADD_LINK,56189,36293
ADD_LINK,42540,60942
CHECK_CONNECTIVITY,76794,8043
REMOVE_LINK,59298,24922
ADD_LINK,55485,21159
REMOVE_LINK,34631,23632
CHECK_CONNECTIVITY,47397,5481
ADD_LINK,35012,84978
ADD_LINK,30899,83871
REMOVE_LINK,80718,47592
REMOVE_LINK,79334,50154
ADD_LINK,71330,40170
CHECK_CONNECTIVITY,78973,5719
REMOVE_LINK,6861,4251
REMOVE_LINK,48390,55327
CHECK_CONNECTIVITY,6539,40832
REMOVE_LINK,88183,9491
CHECK_CONNECTIVITY,63708,66943
ADD_LINK,2613,67848
REMOVE_LINK,40277,36615
REMOVE_LINK,80912,76418
ADD_LINK,63052,16100
CHECK_CONNECTIVITY,10147,19811
REMOVE_LINK,8946,24915
REMOVE_LINK,48997,43406
CHECK_CONNECTIVITY,4708,73318
CHECK_CONNECTIVITY,35146,33005
CHECK_CONNECTIVITY,70903,73209
ADD_LINK,14236,14089
CHECK_CONNECTIVITY,4676,26389
CHECK_CONNECTIVITY,19371,37818
ADD_LINK,81971,56613
CHECK_CONNECTIVITY,16562,12160
REMOVE_LINK,32587,49330
REMOVE_LINK,79839,47238
CHECK_CONNECTIVITY,7645,82509
CHECK_CONNECTIVITY,24701,61702
CHECK_CONNECTIVITY,64343,8284
REMOVE_LINK,12461,71582
CHECK_CONNECTIVITY,79090,43395
CHECK_CONNECTIVITY,9128,65132
REMOVE_LINK,57010,34620
CHECK_CONNECTIVITY,34819,89414
CHECK_CONNECTIVITY,10876,58519
ADD_LINK,40026,29817
REMOVE_LINK,49232,886
REMOVE_LINK,51663,2478
ADD_LINK,47841,35007
CHECK_CONNECTIVITY,11885,36171
ADD_LINK,76167,59565
REMOVE_LINK,56416,8574
REMOVE_LINK,42525,56513
ADD_LINK,48998,68764
